"開標日期","證券名稱","證券代號","發行市場","發行性質","競拍方式","投標開始日","投標結束日","競拍數量(張)","最低投標價格(元)","最低每標單投標數量(張)","最高投(得)標數量(張)","保證金成數(%)","每一投標單投標處理費(元)","撥券日期(上市、上櫃日期)","主辦券商","得標總金額(元)","得標手續費率(%)","總合格件","合格投標數量(張)","最低得標價格(元)","最高得標價格(元)","得標加權平均價格(元)","實際承銷價格(元)","取消競價拍賣(流標或取消)","source_file","承銷價格(元)"
"2023-11-15","竣邦-KY","4442","櫃檯買賣","第一上櫃初上櫃","美國標","2023/11/09","2023/11/13","2,202","19.13","1","315","50","400","2023/11/29","台新綜合證券","57,799,190","5.0","482","10,840","23.11","40.0","26.25","","","112.csv","22.0"
"2023-11-15","衛司特","6894","櫃檯買賣","初上櫃","美國標","2023/11/09","2023/11/13","2,312","100.0","1","293","50","400","2023/11/29","兆豐證券股份","318,714,310","5.0","1,528","12,847","132.88","161.0","137.85","","","112.csv","106.0"
"2023-11-13","森崴能源一","68061","櫃檯買賣","有擔保轉換公司債","美國標","2023/11/07","2023/11/09","28,350","100.0","1","2,835","50","400","2023/11/22","福邦證券","2,998,205,890","0.5","917","45,146","102.9","115.5","105.76","","","112.csv","105.76"
"2023-11-07","晟銘電三","30133","櫃檯買賣","有擔保轉換公司債","美國標","2023/11/01","2023/11/03","3,400","101.0","1","340","50","400","2023/11/16","中國信託綜合","381,809,530","1.0","410","13,088","111.23","118.0","112.3","","","112.csv","112.3"
"2023-11-07","華懋","5292","集中交易市場","初上市","美國標","2023/11/01","2023/11/03","2,880","60.71","1","370","50","400","2023/11/21","群益金鼎證券","239,943,430","5.0","1,042","9,880","78.89","98.0","83.31","","","112.csv","68.0"
"2023-11-01","世鎧二","20632","櫃檯買賣","無擔保轉換公司債","美國標","2023/10/26","2023/10/30","5,400","100.5","1","540","50","400","2023/11/10","富邦綜合證券","579,547,930","0.5","292","9,868","105.15","111.38","107.32","","","112.csv","107.32"
"2023-10-30","桂盟四","53064","櫃檯買賣","有擔保轉換公司債","美國標","2023/10/24","2023/10/26","8,520","100.0","1","852","50","400","2023/11/08","凱基證券","923,929,400","0.5","503","21,802","106.3","131.0","108.44","","","112.csv","108.44"
"2023-10-26","宸曜","6922","櫃檯買賣","初上櫃","美國標","2023/10/20","2023/10/24","1,704","70.69","1","213","50","400","2023/11/09","凱基證券股份","161,892,080","5.0","822","8,573","88.6","228.0","95.01","","","112.csv","82.0"
"2023-10-26","富世達","6805","集中交易市場","初上市","美國標","2023/10/20","2023/10/24","5,508","175.44","1","698","50","400","2023/11/09","台新綜合證券","1,316,628,050","5.0","2,111","17,907","226.12","270.0","239.04","","","112.csv","200.0"
"2023-10-25","AMAX-KY","6933","集中交易市場","第一上市初上市","美國標","2023/10/19","2023/10/23","3,237","80.0","1","419","50","400","2023/11/08","中國信託綜合","495,787,980","5.0","1,697","17,972","130.0","217.5","153.16","","","112.csv","96.0"
"2023-10-19","聯策","6658","集中交易市場","初上市","美國標","2023/10/13","2023/10/17","2,024","25.0","1","290","50","400","2023/11/02","元富證券","77,552,370","5.0","1,644","17,300","36.3","59.0","38.32","","","112.csv","28.0"
"2023-10-18","晶豪科一","30061","櫃檯買賣","無擔保轉換公司債","美國標","2023/10/12","2023/10/16","8,500","101.0","1","850","50","400","2023/10/27","凱基證券股份","981,040,090","0.5","1,008","36,256","113.88","121.7","115.42","","","112.csv","115.42"
"2023-10-17","鼎基一","65851","櫃檯買賣","有擔保轉換公司債","美國標","2023/10/11","2023/10/13","4,350","102.0","1","435","50","400","2023/10/26","第一金","487,025,980","0.5","487","13,122","110.69","120.56","111.96","","","112.csv","111.96"
"2023-10-13","鑫傳","6856","櫃檯買賣","初上櫃","美國標","2023/10/05","2023/10/11","3,024","54.62","1","388","50","400","2023/10/27","台新綜合證券","203,296,370","5.0","750","10,707","62.0","80.0","67.23","","","112.csv","65.0"
"2023-10-11","威宏二-KY","84422","櫃檯買賣","有擔保轉換公司債","美國標","2023/09/28","2023/10/03","3,415","102.0","1","341","50","400","2023/10/19","富邦綜合證券","381,125,480","0.5","499","13,972","110.44","115.5","111.6","","","112.csv","111.6"
"2023-10-11","巨鎧精密","2254","創新板","創新板初上市","美國標","2023/10/02","2023/10/04","3,196","64.79","1","319","50","400","2023/10/20","福邦證券","270,902,470","4.5","178","9,112","73.5","105.0","84.76","","","112.csv","68.68"
"2023-10-03","達發","6526","集中交易市場","初上市","美國標","2023/09/26","2023/09/28","13,952","403.51","1","1,748","50","400","2023/10/19","凱基證券","6,066,866,190","4.0","1,925","17,196","403.51","590.0","434.84","","","112.csv","434.84"
"2023-09-26","新鼎一","52091","櫃檯買賣","無擔保轉換公司債","美國標","2023/09/20","2023/09/22","2,677","102.0","1","267","50","400","2023/10/06","凱基證券","293,026,870","0.5","631","17,316","108.43","112.5","109.46","","","112.csv","109.46"
"2023-09-11","高林一","29061","櫃檯買賣","無擔保轉換公司債","美國標","2023/09/05","2023/09/07","9,000","100.0","1","900","50","400","2023/09/20","元富證券股份","947,521,540","0.5","597","20,869","104.23","110.82","105.28","","","112.csv","105.28"
"2023-09-08","日馳一","15261","櫃檯買賣","無擔保轉換公司債","美國標","2023/09/04","2023/09/06","4,250","101.0","1","425","50","400","2023/09/19","富邦綜合證券","441,204,380","0.5","284","6,527","102.12","108.2","103.81","","","112.csv","103.81"
"2023-09-06","鑽石生技","6901","集中交易市場","初上市","美國標","2023/08/30","2023/09/01","68,000","37.74","1","8,500","50","400","2023/09/19","華南永昌綜合","3,208,111,630","4.0","5,400","117,170","39.85","71.0","47.18","","","112.csv","40.0"
"2023-08-31","偉詮一","24361","櫃檯買賣","無擔保轉換公司債","美國標","2023/08/25","2023/08/29","9,350","101.0","1","935","50","400","2023/09/11","台新綜合證券","1,048,604,110","0.5","784","26,455","110.1","119.91","112.15","","","112.csv","112.15"
"2023-08-31","騰雲","6870","櫃檯買賣","初上櫃","美國標","2023/08/25","2023/08/29","1,496","100.0","1","205","50","400","2023/09/14","福邦證券","226,185,920","5.0","845","8,210","144.0","173.0","151.19","","","112.csv","128.0"
"2023-08-21","和勤四","15864","櫃檯買賣","有擔保轉換公司債","美國標","2023/08/15","2023/08/17","1,720","100.0","1","172","50","400","2023/08/30","合作金庫證券","184,381,070","1.0","180","4,730","106.11","112.22","107.2","","","112.csv","107.2"
"2023-08-17","艾訊二","30882","櫃檯買賣","無擔保轉換公司債","美國標","2023/08/11","2023/08/15","7,020","100.0","1","702","50","400","2023/08/28","凱基證券股份","744,123,380","0.5","643","24,370","104.2","115.0","106.0","","","112.csv","106.0"
"2023-08-16","晉弘一","67961","櫃檯買賣","無擔保轉換公司債","美國標","2023/08/10","2023/08/14","1,780","100.0","1","178","50","400","2023/08/25","福邦證券","185,403,370","0.5","213","7,289","102.55","115.0","104.16","","","112.csv","104.16"
"2023-08-09","百達二","22362","櫃檯買賣","無擔保轉換公司債","美國標","2023/08/03","2023/08/07","1,700","100.5","1","170","50","400","2023/08/18","台新綜合證券","176,447,120","0.5","137","2,540","101.52","110.0","103.79","","","112.csv","103.79"
"2023-08-08","宏碩系統","6895","櫃檯買賣","初上櫃","美國標","2023/08/02","2023/08/04","2,108","90.09","1","268","50","400","2023/08/22","兆豐證券股份","296,477,330","5.0","1,010","8,112","135.0","155.0","140.64","","","112.csv","100.0"
"2023-07-26","保瑞三","64723","櫃檯買賣","無擔保轉換公司債","美國標","2023/07/20","2023/07/24","14,450","100.0","1","1,445","50","400","2023/08/04","台新綜合證券","1,724,565,020","0.5","801","24,035","115.74","132.5","119.35","","","112.csv","119.35"
"2023-07-20","世德二","20662","櫃檯買賣","無擔保轉換公司債","美國標","2023/07/14","2023/07/18","3,400","101.5","1","340","50","400","2023/07/31","統一綜合證券","373,682,990","0.5","582","14,802","109.0","113.0","109.91","","","112.csv","109.91"
"2023-07-20","世紀鋼六","99586","櫃檯買賣","無擔保轉換公司債","美國標","2023/07/14","2023/07/18","13,410","100.0","1","1,341","50","400","2023/07/31","永豐金證券","1,445,189,830","0.5","766","25,776","105.33","128.0","107.77","","","112.csv","107.77"
"2023-07-17","六方科-KY","4569","集中交易市場","第一上市初上市","美國標","2023/07/11","2023/07/13","2,479","60.0","1","340","50","400","2023/07/31","宏遠證券(股)","276,852,760","5.0","1,400","17,477","103.88","140.0","111.68","","","112.csv","66.0"
"2023-07-13","雷笛克光學三","52303","櫃檯買賣","有擔保轉換公司債","美國標","2023/07/07","2023/07/11","2,550","101.5","1","255","50","400","2023/07/24","富邦綜合證券","285,286,060","0.5","545","14,459","110.68","114.0","111.88","","","112.csv","111.88"
"2023-06-21","鴻碩二","30922","櫃檯買賣","無擔保轉換公司債","美國標","2023/06/15","2023/06/19","2,125","100.0","1","212","50","400","2023/07/04","凱基證券股份","228,066,890","0.5","439","10,219","105.1","113.25","107.33","","","112.csv","107.33"
"2023-06-12","四維航六","56086","櫃檯買賣","有擔保轉換公司債","美國標","2023/06/06","2023/06/08","4,250","100.0","1","425","50","400","2023/06/21","永豐金證券","457,763,900","0.5","293","8,696","105.22","112.32","107.71","","","112.csv","107.71"
"2023-06-09","閎康一","35871","櫃檯買賣","無擔保轉換公司債","美國標","2023/06/05","2023/06/07","5,100","102.0","1","510","50","400","2023/06/20","元大","579,832,050","0.5","951","30,207","112.53","150.0","113.69","","","112.csv","113.69"
"2023-06-08","明係一","68041","櫃檯買賣","無擔保轉換公司債","美國標","2023/06/02","2023/06/06","1,700","102.0","1","170","50","400","2023/06/19","兆豐證券股份","177,199,790","0.5","171","4,158","102.93","109.0","104.24","","","112.csv","104.24"
"2023-06-07","碩天二","36172","櫃檯買賣","無擔保轉換公司債","美國標","2023/06/01","2023/06/05","10,200","100.0","1","1,020","50","400","2023/06/16","宏遠證券","1,097,954,960","0.5","652","23,369","105.5","150.0","107.64","","","112.csv","107.64"
"2023-06-07","雄順","2073","櫃檯買賣","初上櫃","美國標","2023/06/01","2023/06/05","1,702","18.8","1","222","50","400","2023/06/21","永豐金證券","53,578,840","5.0","1,126","16,543","31.0","39.35","31.48","","","112.csv","22.0"
"2023-06-05","胡連一","62791","櫃檯買賣","無擔保轉換公司債","美國標","2023/05/30","2023/06/01","12,750","102.0","1","1,275","50","400","2023/06/14","永豐金證券","1,384,715,900","0.5","1,044","34,318","107.21","138.88","108.61","","","112.csv","108.61"
"2023-06-02","鏵友益","6877","櫃檯買賣","初上櫃","美國標","2023/05/29","2023/05/31","2,091","20.0","1","276","50","400","2023/06/16","元大","80,703,930","5.0","1,463","21,836","37.98","42.5","38.6","","","112.csv","22.0"
"2023-05-31","欣巴巴一","99061","櫃檯買賣","有擔保轉換公司債","美國標","2023/05/25","2023/05/29","1,700","101.0","1","170","50","400","2023/06/09","統一綜合證券","187,007,330","0.5","213","5,818","108.83","115.0","110.0","","","112.csv","110.0"
"2023-05-29","華安","6657","集中交易市場","初上市","美國標","2023/05/23","2023/05/25","6,090","36.0","1","781","50","400","2023/06/12","中國信託綜合","325,460,380","5.0","2,252","28,277","51.68","70.0","53.44","","","112.csv","42.12"
"2023-05-24","正文六","49066","櫃檯買賣","無擔保轉換公司債","美國標","2023/05/18","2023/05/22","13,201","101.0","1","1,320","50","400","2023/06/02","凱基證券","1,370,592,120","0.5","535","23,142","102.33","110.01","103.82","","","112.csv","103.82"
"2023-05-19","聯合四","41294","櫃檯買賣","無擔保轉換公司債","美國標","2023/05/15","2023/05/17","4,250","100.0","1","425","50","400","2023/05/30","凱基證券股份","452,918,350","0.5","443","15,667","105.03","114.0","106.57","","","112.csv","106.57"
"2023-05-15","建準三","24213","櫃檯買賣","無擔保轉換公司債","美國標","2023/05/09","2023/05/11","10,200","100.0","1","1,020","50","400","2023/05/24","台新綜合證券","1,178,337,000","0.5","620","23,927","113.52","121.13","115.52","","","112.csv","115.52"
"2023-05-08","聯寶","6821","櫃檯買賣","初上櫃","美國標","2023/05/02","2023/05/04","1,896","25.0","1","272","50","400","2023/05/22","康和綜合證券","83,610,700","5.0","1,490","12,905","43.2","62.0","44.1","","","112.csv","30.0"
"2023-05-04","南俊國際","6584","櫃檯買賣","初上櫃","美國標","2023/04/27","2023/05/02","5,271","30.0","1","668","50","400","2023/05/18","凱基證券","342,083,530","5.0","2,274","31,359","62.4","71.7","64.9","","","112.csv","36.0"
"2023-04-28","綠茵生技","6846","櫃檯買賣","初上櫃","美國標","2023/04/24","2023/04/26","1,656","56.2","1","212","50","400","2023/05/15","福邦證券","151,979,980","5.0","1,781","12,649","90.0","106.0","91.78","","","112.csv","68.0"
"2023-04-17","晟德六","41236","櫃檯買賣","有擔保轉換公司債","美國標","2023/04/11","2023/04/13","5,950","100.0","1","595","50","400","2023/04/26","元富證券股份","654,998,900","0.5","681","21,349","109.1","125.6","110.08","","","112.csv","110.08"
"2023-03-13","睿生光電","6861","集中交易市場","初上市","美國標","2023/03/07","2023/03/09","2,448","59.83","1","336","50","400","2023/03/27","元大","302,311,290","5.0","3,082","18,988","120.89","131.9","123.49","","","112.csv","70.0"
"2023-03-10","鑫科三","36633","櫃檯買賣","有擔保轉換公司債","美國標","2023/03/06","2023/03/08","1,700","101.5","1","170","50","400","2023/03/21","富邦綜合證券","186,655,190","0.5","355","9,433","108.11","129.0","109.8","","","112.csv","109.8"
"2023-03-10","東研信超","6840","櫃檯買賣","初上櫃","美國標","2023/03/06","2023/03/08","1,556","58.12","1","204","50","400","2023/03/24","永豐金證券","136,536,980","5.0","2,008","16,796","86.2","99.5","87.75","","","112.csv","68.0"
"2023-03-10","建德工業","6606","集中交易市場","初上市","美國標","2023/03/06","2023/03/08","8,825","16.96","1","1,163","50","400","2023/03/24","元富證券股份","241,423,480","5.0","2,390","40,815","26.0","60.0","27.36","","","112.csv","19.0"
"2023-03-10","南良一","54501","櫃檯買賣","有擔保轉換公司債","美國標","2023/03/06","2023/03/08","4,250","100.5","1","425","50","400","2023/03/21","日盛","493,967,970","0.5","456","13,528","113.28","125.65","116.23","","","112.csv","116.23"
"2023-03-07","永道-KY","6863","集中交易市場","第一上市初上市","美國標","2023/03/01","2023/03/03","5,945","77.39","1","768","50","400","2023/03/21","凱基證券","792,002,480","5.0","7,190","114,926","125.88","190.0","133.22","","","112.csv","83.58"
"2023-02-24","長榮航太","2645","集中交易市場","初上市","美國標","2023/02/20","2023/02/22","14,800","57.63","1","1,850","50","400","2023/03/14","凱基證券","1,227,569,310","4.5","6,034","89,073","81.0","105.0","82.94","","","112.csv","68.0"
"2023-02-24","嘉澤二","35332","櫃檯買賣","無擔保轉換公司債","美國標","2023/02/20","2023/02/22","8,800","102.0","1","880","50","400","2023/03/09","元大","951,609,470","0.6","837","34,481","106.59","120.0","108.14","","","112.csv","108.14"
"2023-02-22","龍德造船","6753","集中交易市場","初上市","美國標","2023/02/16","2023/02/20","7,020","28.3","1","882","50","400","2023/03/10","兆豐證券股份","537,020,900","5.0","4,775","51,594","74.28","87.0","76.5","","","112.csv","30.0"
"2023-02-13","長佳智能","6841","櫃檯買賣","初上櫃","美國標","2023/02/07","2023/02/09","6,057","48.0","1","817","50","400","2023/03/01","元富證券股份","446,468,430","4.5","3,249","39,184","70.69","85.0","73.71","","","112.csv","57.6"
"2023-02-09","永冠四","15894","櫃檯買賣","無擔保轉換公司債","美國標","2023/02/03","2023/02/07","13,500","100.0","1","1,350","50","400","2023/02/20","永豐金證券","1,407,155,910","0.5","409","15,003","100.51","112.52","104.23","","","112.csv","104.23"
"2022-12-30","互動二","64862","櫃檯買賣","有擔保轉換公司債","美國標","2022/12/26","2022/12/28","5,100","101.0","1","510","50","400","2023/01/11","富邦綜合證券","541,348,980","0.5","302","8,601","104.23","120","106.15","","","111.csv","106.15"
"2022-12-27","泰茂四","22304","櫃檯買賣","有擔保轉換公司債","美國標","2022/12/21","2022/12/23","2,700","100.0","1","270","50","400","2023/01/06","統一綜合證券","298,144,150","0.5","329","8,984","109.95","111.5","110.42","","","111.csv","110.42"
"2022-12-27","偉康","6865","櫃檯買賣","初上櫃","美國標","2022/12/21","2022/12/23","886","48.33","1","113","50","400","2023/01/11","日盛","71,575,620","5.0","1,648","10,960","79.42","100","80.79","","","111.csv","58.0"
"2022-12-15","天擎","6708","櫃檯買賣","初上櫃","美國標","2022/12/09","2022/12/13","2,322","25.45","1","300","50","400","2022/12/29","凱基證券","137,927,180","5.0","2,125","20,089","57.0","72","59.4","","","111.csv","28.0"
"2022-12-06","巨有科技","8227","櫃檯買賣","初上櫃","美國標","2022/11/30","2022/12/02","2,988","36.17","1","385","50","400","2022/12/20","華南永昌綜合","231,565,980","5.0","3,086","35,329","75.6","83","77.5","","","111.csv","42.68"
"2022-12-05","台灣銘板一","65931","櫃檯買賣","有擔保轉換公司債","美國標","2022/11/29","2022/12/01","2,550","100.0","1","255","50","400","2022/12/14","統一綜合證券","279,766,660","0.5","184","7,133","107.7","120","109.71","","","111.csv","109.71"
"2022-12-01","展達","3447","集中交易市場","初上市","美國標","2022/11/25","2022/11/29","4,947","22.22","1","668","50","400","2022/12/15","元大","162,992,730","5.0","1,670","35,063","32.25","37","32.95","","","111.csv","26.0"
"2022-12-01","保勝光學","6517","櫃檯買賣","初上櫃","美國標","2022/11/25","2022/11/29","1,883","29.29","1","270","50","400","2022/12/15","凱基證券股份","79,584,020","5.0","1,915","25,152","41.48","45.22","42.26","","","111.csv","32.8"
"2022-12-01","信邦八","30238","櫃檯買賣","無擔保轉換公司債","美國標","2022/11/25","2022/11/29","8,500","101.0","1","850","50","400","2022/12/12","台新綜合證券","888,290,480","0.5","408","18,825","103.2","107.89","104.5","","","111.csv","104.5"
"2022-12-01","全球傳動二","45402","櫃檯買賣","無擔保轉換公司債","美國標","2022/11/25","2022/11/29","2,550","100.0","1","255","50","400","2022/12/12","凱基證券","255,426,270","0.5","87","3,340","100.0","102.1","100.17","","","111.csv","100.17"
"2022-11-30","倍力","6874","櫃檯買賣","初上櫃","美國標","2022/11/24","2022/11/28","2,143","40.0","1","272","50","400","2022/12/14","富邦綜合證券","96,177,680","5.0","532","5,056","43.0","50.8","44.88","","","111.csv","44.88"
"2022-11-28","皇將二","47442","櫃檯買賣","有擔保轉換公司債","美國標","2022/11/22","2022/11/24","1,380","100.0","1","138","50","400","2022/12/07","福邦證券","144,656,600","1.0","210","5,457","103.89","107.11","104.82","","","111.csv","104.82"
"2022-11-17","東科一KY","52251","櫃檯買賣","有擔保轉換公司債","美國標","2022/11/11","2022/11/15","3,150","101.0","1","315","50","400","2022/11/28","凱基證券股份","335,224,810","0.5","302","9,454","104.89","110","106.42","","","111.csv","106.42"
"2022-11-14","視陽","6782","集中交易市場","初上市","美國標","2022/11/08","2022/11/10","5,627","138.84","1","753","50","400","2022/11/28","元大","1,030,409,020","5.0","1,575","18,820","176.0","201","183.12","","","111.csv","168.0"
"2022-11-14","伯特光","6859","櫃檯買賣","初上櫃","美國標","2022/11/08","2022/11/10","2,182","85.0","1","272","50","400","2022/11/28","福邦證券","225,466,360","5.0","602","6,145","95.0","170.5","103.33","","","111.csv","102.0"
"2022-11-11","東浦三","32903","櫃檯買賣","有擔保轉換公司債","美國標","2022/11/07","2022/11/09","2,700","100.0","1","270","60","400","2022/11/22","統一綜合證券","288,487,550","0.5","239","9,318","106.5","108.11","106.85","","","111.csv","106.85"
"2022-11-11","可寧衛一","84221","櫃檯買賣","無擔保轉換公司債","美國標","2022/11/07","2022/11/09","21,250","101.0","1","2,125","50","400","2022/11/22","台新綜合證券","2,175,308,810","0.5","374","22,182","101.02","106.22","102.37","","","111.csv","102.37"
"2022-11-09","宏佳騰一","15991","櫃檯買賣","有擔保轉換公司債","美國標","2022/11/03","2022/11/07","2,550","101.0","1","255","50","400","2022/11/18","富邦綜合證券","262,828,070","0.5","159","4,213","101.88","108","103.07","","","111.csv","103.07"
"2022-11-07","進典","6843","櫃檯買賣","初上櫃","美國標","2022/11/01","2022/11/03","2,665","30.17","1","343","50","400","2022/11/21","永豐金證券","97,293,510","5.0","741","8,925","34.89","44.5","36.51","","","111.csv","35.0"
"2022-10-31","虎門科技","6791","櫃檯買賣","初上櫃","美國標","2022/10/25","2022/10/27","1,673","38.33","1","240","50","400","2022/11/14","富邦綜合證券","83,402,990","5.0","522","5,904","45.22","60","49.85","","","111.csv","46.0"
"2022-10-27","圓裕","6835","集中交易市場","初上市","美國標","2022/10/21","2022/10/25","4,080","30.0","1","560","50","400","2022/11/10","台新綜合證券","144,490,470","5.0","620","10,549","33.2","44","35.41","","","111.csv","35.41"
"2022-10-21","芯鼎","6695","集中交易市場","初上市","美國標","2022/10/17","2022/10/19","6,820","33.45","1","862","50","400","2022/11/04","兆豐證券股份","246,561,010","5.0","412","14,158","33.65","42.5","36.15","","","111.csv","36.15"
"2022-10-20","萬泰科六","61906","櫃檯買賣","無擔保轉換公司債","美國標","2022/10/14","2022/10/18","6,800","101.0","1","680","50","400","2022/10/31","元富證券股份","239,139,410","0.5","90","3,027","101.0","105.56","101.89","","","111.csv","101.0"
"2022-10-20","精拓科","4951","櫃檯買賣","初上櫃","美國標","2022/10/14","2022/10/18","2,733","40.0","1","353","50","400","2022/11/03","第一金","119,473,440","5.0","373","5,362","42.0","48.8","43.72","","","111.csv","43.72"
"2022-10-13","全球傳動一","45401","櫃檯買賣","有擔保轉換公司債","美國標","2022/10/06","2022/10/11","4,250","101.0","1","425","50","400","2022/10/24","凱基證券股份","434,478,090","0.5","268","9,022","101.38","106.8","102.23","","","111.csv","102.23"
"2022-09-28","明揚一","84201","櫃檯買賣","無擔保轉換公司債","美國標","2022/09/22","2022/09/26","4,250","102.0","1","425","50","400","2022/10/07","台新綜合證券","437,666,000","0.5","181","6,931","102.38","106","102.98","","","111.csv","102.98"
"2022-09-22","廣越二","44382","櫃檯買賣","無擔保轉換公司債","美國標","2022/09/16","2022/09/20","12,845","101.0","1","1,284","50","400","2022/10/03","凱基證券股份","1,305,597,020","0.5","302","13,258","101.0","106.62","101.64","","","111.csv","101.64"
"2022-09-22","數泓科","6855","櫃檯買賣","初上櫃","美國標","2022/09/16","2022/09/20","1,306","66.09","1","169","50","400","2022/10/06","台新綜合證券","112,323,810","5.0","1,270","11,777","83.2","96","86.01","","","111.csv","76.0"
"2022-09-21","三圓三","44163","櫃檯買賣","有擔保轉換公司債","美國標","2022/09/15","2022/09/19","9,500","100.5","1","950","50","400","2022/09/30","第一金","722,931,140","0.5","180","7,066","100.5","106.1","102.31","","","111.csv","100.5"
"2022-09-21","君帆","4584","櫃檯買賣","初上櫃","美國標","2022/09/15","2022/09/19","2,040","36.88","1","260","50","400","2022/10/05","凱基證券","102,522,090","5.0","1,241","18,451","48.6","79","50.26","","","111.csv","40.57"
"2022-09-19","保瑞二","64722","櫃檯買賣","無擔保轉換公司債","美國標","2022/09/13","2022/09/15","6,800","100.0","1","680","50","400","2022/09/28","台新綜合證券","722,827,730","0.5","577","14,104","104.1","112.1","106.3","","","111.csv","106.3"
"2022-09-19","廷鑫一","23581","櫃檯買賣","有擔保轉換公司債","美國標","2022/09/13","2022/09/15","2,625","103.0","1","262","50","400","2022/09/28","合作金庫證券","279,914,920","1.0","289","7,052","105.6","109","106.63","","","111.csv","106.63"
"2022-08-31","大樹二","64692","櫃檯買賣","無擔保轉換公司債","美國標","2022/08/25","2022/08/29","8,500","100.0","1","850","50","400","2022/09/12","統一綜合證券","885,772,730","0.5","377","15,124","101.89","120","104.21","","","111.csv","104.21"
"2022-08-29","伊雲谷","6689","集中交易市場","初上市","美國標","2022/08/23","2022/08/25","5,440","107.69","1","720","50","400","2022/09/13","台新綜合證券","743,296,220","5.0","1,375","16,216","127.2","175","136.64","","","111.csv","112.0"
"2022-08-25","奇鈦科","3430","櫃檯買賣","初上櫃","美國標","2022/08/19","2022/08/23","2,707","35.0","1","348","50","400","2022/09/08","中國信託綜合","133,005,320","5.0","1,357","17,587","46.3","59.11","49.13","","","111.csv","42.0"
"2022-08-25","氣立三","45553","櫃檯買賣","有擔保轉換公司債","美國標","2022/08/19","2022/08/23","5,100","103.5","1","510","50","400","2022/09/05","富邦綜合證券","476,870,940","0.5","186","4,567","103.5","107.11","104.42","","","111.csv","103.5"
"2022-08-18","天二科技","6834","集中交易市場","初上市","美國標","2022/08/12","2022/08/16","5,879","24.5","1","739","50","400","2022/09/01","台新綜合證券","163,658,110","5.0","661","21,754","25.88","103.5","27.84","","","111.csv","26.95"
"2022-08-17","汎銓","6830","集中交易市場","初上市","美國標","2022/08/11","2022/08/15","3,744","86.96","1","487","50","400","2022/08/31","台新綜合證券","412,904,280","5.0","1,234","14,519","104.68","952","110.28","","","111.csv","100.0"
"2022-08-16","智晶一","52451","櫃檯買賣","有擔保轉換公司債","美國標","2022/08/10","2022/08/12","2,700","102.0","1","270","50","400","2022/08/25","合作金庫證券","289,688,740","1.0","422","9,586","105.62","111","107.29","","","111.csv","107.29"
"2022-08-10","威宏一-KY","84421","櫃檯買賣","有擔保轉換公司債","美國標","2022/08/04","2022/08/08","2,569","102.0","1","256","50","400","2022/08/19","富邦綜合證券","271,580,070","0.5","278","7,034","103.95","115","105.71","","","111.csv","105.71"
"2022-07-26","宏碁資訊","6811","櫃檯買賣","初上櫃","美國標","2022/07/20","2022/07/22","3,400","100.0","1","435","50","400","2022/08/09","台新綜合證券","463,692,060","4.5","1,001","7,466","122.3","176","136.38","","","111.csv","110.0"
"2022-07-20","立積一","49681","櫃檯買賣","無擔保轉換公司債","美國標","2022/07/14","2022/07/18","2,550","101.0","1","255","50","400","2022/07/29","台新綜合證券","267,710,450","0.5","228","5,931","103.38","110.2","104.98","","","111.csv","104.98"
"2022-07-19","正德五","26415","櫃檯買賣","無擔保轉換公司債","美國標","2022/07/13","2022/07/15","5,138","101.0","1","513","50","400","2022/07/28","台中銀證券","243,437,180","0.5","91","2,406","101.0","105.37","101.18","","","111.csv","101.0"
"2022-07-12","安集四","64774","櫃檯買賣","無擔保轉換公司債","美國標","2022/07/06","2022/07/08","8,500","100.0","1","850","50","400","2022/07/21","福邦證券","857,727,990","0.5","249","12,402","100.0","107","100.91","","","111.csv","100.91"
"2022-07-12","全科四","32094","櫃檯買賣","無擔保轉換公司債","美國標","2022/07/06","2022/07/08","5,100","101.0","1","510","50","400","2022/07/21","富邦綜合證券","95,431,360","0.5","35","942","101.0","106.25","101.31","","","111.csv","101.0"
"2022-07-11","明安三","89383","櫃檯買賣","無擔保轉換公司債","美國標","2022/07/05","2022/07/07","8,500","102.0","1","850","50","400","2022/07/20","台新綜合證券","732,872,950","0.5","150","7,124","102.0","106.6","102.87","","","111.csv","102.0"
"2022-06-28","怡利電二","24972","櫃檯買賣","有擔保轉換公司債","美國標","2022/06/22","2022/06/24","2,550","100.0","1","255","50","400","2022/07/07","國票綜合證券","267,664,620","0.5","299","7,132","103.62","111.99","104.97","","","111.csv","104.97"
"2022-06-16","醣聯三","41683","櫃檯買賣","有擔保轉換公司債","美國標","2022/06/10","2022/06/14","3,400","100.0","1","340","50","400","2022/06/27","台新綜合證券","357,534,190","0.5","205","5,075","102.4","113.95","105.16","","","111.csv","105.16"
"2022-06-16","濾能","6823","櫃檯買賣","初上櫃","美國標","2022/06/10","2022/06/14","1,604","85.0","1","210","50","400","2022/06/30","永豐金證券","167,123,470","5.0","942","7,906","100.7","126.2","104.19","","","111.csv","98.6"
"2022-06-16","采鈺","6789","集中交易市場","初上市","美國標","2022/06/10","2022/06/14","14,800","254.39","1","1,850","50","400","2022/06/30","元大","4,934,834,000","3.6","4,844","30,887","311.0","431","333.43","","","111.csv","290.0"
"2022-06-10","達邁一","36451","櫃檯買賣","無擔保轉換公司債","美國標","2022/06/06","2022/06/08","5,220","101.0","1","522","50","400","2022/06/21","元大","567,243,770","0.5","406","13,737","106.19","124.5","108.67","","","111.csv","108.67"
